Molecule,mpC
CMP025081,-81.7
CMP025082,-25.5
CMP025083,132
CMP025084,170
CMP025085,215.5
CMP025086,141
CMP025087,128
CMP025088,164
CMP025089,-74.4
CMP025090,-36.4
CMP025091,-38.7
CMP025092,18
CMP025093,-147
CMP025094,57
CMP025095,4.5
CMP025096,-68.3
CMP025097,293
CMP025098,257
CMP025099,130.5
CMP025100,8.3
CMP025101,-43.15
CMP025102,129
CMP025103,143
CMP025104,-3
CMP025105,105
CMP025106,106
CMP025107,-21
CMP025108,-110
CMP025109,-116.7
CMP025110,-16
CMP025111,-20
CMP025112,158
CMP025113,41
CMP025114,-28.4
CMP025115,-74
CMP025116,40
CMP025117,100
CMP025118,254
CMP025119,244
CMP025120,262.5
CMP025121,186
CMP025122,91
CMP025123,34
CMP025124,91
CMP025125,-22.5
CMP025126,97
CMP025127,206
CMP025128,67
CMP025129,-60
CMP025130,140.5
CMP025131,-42.5
CMP025132,216
CMP025133,56
CMP025134,222.5
CMP025135,41
CMP025136,64
CMP025137,-98.3
CMP025138,-15.5
CMP025139,163.5
CMP025140,80
CMP025141,20
CMP025142,97
CMP025143,86
CMP025144,69.5
CMP025145,218.5
CMP025146,14
CMP025147,42
CMP025148,166
CMP025149,151.5
CMP025150,17
CMP025151,14
CMP025152,265
CMP025153,132
CMP025154,148
CMP025155,235
CMP025156,195.5
CMP025157,205.5
CMP025158,214.5
CMP025159,161.5
CMP025160,235
CMP025161,97
CMP025162,113
CMP025163,193
CMP025164,150
CMP025165,198
CMP025166,112
CMP025167,38.5
CMP025168,21
CMP025169,121
CMP025170,123.5
CMP025171,35
CMP025172,234
CMP025173,-3
CMP025174,142.75
CMP025175,8
CMP025176,43
CMP025177,130.5
CMP025178,76
CMP025179,150
CMP025180,151
CMP025181,197
CMP025182,104.5
CMP025183,147.5
CMP025184,77.5
CMP025185,32
CMP025186,-7.8
CMP025187,53.5
CMP025188,183.5
CMP025189,274
CMP025190,165
CMP025191,62
CMP025192,208
CMP025193,125
CMP025194,-34
CMP025195,206.5
CMP025196,93.5
CMP025197,51.5
CMP025198,150.5
CMP025199,52
CMP025200,45.8
CMP025201,-48
CMP025202,317
CMP025203,82
CMP025204,71.5
CMP025205,184
CMP025206,224
CMP025207,83.5
CMP025208,132
CMP025209,155
CMP025210,100.5
CMP025211,67.5
CMP025212,222
CMP025213,234
CMP025214,221
CMP025215,160.5
CMP025216,175
CMP025217,207.25
CMP025218,155
CMP025219,44
CMP025220,151.5
CMP025221,35
CMP025222,204
CMP025223,165.5
CMP025224,25
CMP025225,190
CMP025226,213
CMP025227,240
CMP025228,244.5
CMP025229,203
CMP025230,240
CMP025231,128
CMP025232,110
CMP025233,250
CMP025234,190
CMP025235,123.5
CMP025236,225
CMP025237,172
CMP025238,179.5
CMP025239,295
CMP025240,260.5
CMP025241,282
CMP025242,15
CMP025243,72
CMP025244,72
CMP025245,-7.5
CMP025246,-7.5
CMP025247,13.37
CMP025248,45
CMP025249,21.3
CMP025250,-19
CMP025251,88.5
CMP025252,7
CMP025253,57.5
CMP025254,59
CMP025255,18
CMP025256,249
CMP025257,80
CMP025258,-112
CMP025259,-73
CMP025260,-4.7
CMP025261,-51.5
CMP025262,201
CMP025263,-53
CMP025264,-53
CMP025265,-6.5
CMP025266,96.8
CMP025267,63
CMP025268,131.5
CMP025269,-137.8
CMP025270,-115.4
CMP025271,-90
CMP025272,-124.2
CMP025273,-79
CMP025274,-44.9
CMP025275,-12
CMP025276,-17
CMP025277,123
CMP025278,124
CMP025279,82
CMP025280,93.5
CMP025281,-42
CMP025282,1.5
CMP025283,-57
CMP025284,-49.8
CMP025285,-126
CMP025286,-110
CMP025287,90
CMP025288,169
CMP025289,-19
CMP025290,-133
CMP025291,-98
CMP025292,-98
CMP025293,-93.8
CMP025294,-109.5
CMP025295,150
CMP025296,85.5
CMP025297,141
CMP025298,184.3
CMP025299,53.4
CMP025300,30.5
CMP025301,30.5
CMP025302,214.5
CMP025303,30.5
CMP025304,-0.5
CMP025305,79
CMP025306,79
CMP025307,35
CMP025308,2
CMP025309,3.5
CMP025310,-134.8
CMP025311,61
CMP025312,61
CMP025313,143
CMP025314,134.5
CMP025315,-124.2
CMP025316,-113.4
CMP025317,-140.8
CMP025318,-96.1
CMP025319,4
CMP025320,-80
CMP025321,-141.1
CMP025322,-138.5
CMP025323,204
CMP025324,220
CMP025325,136.7
CMP025326,97.5
CMP025327,105.5
CMP025328,180
CMP025329,51
CMP025330,143.5
CMP025331,102
CMP025332,141
CMP025333,117.5
CMP025334,154
CMP025335,179
CMP025336,183
CMP025337,234
CMP025338,158
CMP025339,207.5
CMP025340,181
CMP025341,100.5
CMP025342,172.5
CMP025343,154.5
CMP025344,298
CMP025345,178.5
CMP025346,182
CMP025347,199
CMP025348,136
CMP025349,206
CMP025350,156
CMP025351,139
CMP025352,95
CMP025353,127
CMP025354,83
CMP025355,179
CMP025356,244
CMP025357,39.5
CMP025358,252
CMP025359,198
CMP025360,225
CMP025361,146
CMP025362,263
CMP025363,178
CMP025364,77.5
CMP025365,98
CMP025366,48.5
CMP025367,85
CMP025368,245
CMP025369,183
CMP025370,229.5
CMP025371,89.3
CMP025372,170
CMP025373,82
CMP025374,218.5
CMP025375,139
CMP025376,83
CMP025377,60.5
CMP025378,230
CMP025379,211
CMP025380,146
CMP025381,56.5
CMP025382,183
CMP025383,65
CMP025384,21.35
CMP025385,74
CMP025386,121.5
CMP025387,78
CMP025388,54
CMP025389,158
CMP025390,178.5
CMP025391,117.5
CMP025392,22
CMP025393,101
CMP025394,39.2
CMP025395,44
CMP025396,157.5
CMP025397,152
CMP025398,43
CMP025399,80
CMP025400,32
CMP025401,93.35
CMP025402,107.5
CMP025403,112.5
CMP025404,165
CMP025405,64
CMP025406,235
CMP025407,62
CMP025408,203
CMP025409,129
CMP025410,106
CMP025411,120
CMP025412,211
CMP025413,183
CMP025414,182
CMP025415,217.5
CMP025416,115.5
CMP025417,172
CMP025418,166.5
CMP025419,29
CMP025420,97
CMP025421,33
CMP025422,151.5
CMP025423,78
CMP025424,78
CMP025425,75
CMP025426,16.5
CMP025427,163
CMP025428,-138
CMP025429,127
CMP025430,-122
CMP025431,145
CMP025432,189
CMP025433,-137
CMP025434,162
CMP025435,179
CMP025436,182
CMP025437,216
CMP025438,69.5
CMP025439,192.5
CMP025440,146
CMP025441,108.5
CMP025442,26.5
CMP025443,222
CMP025444,242
CMP025445,20.5
CMP025446,121
CMP025447,42.5
CMP025448,132.5
CMP025449,220.5
CMP025450,160.5
CMP025451,149
CMP025452,-130.5
CMP025453,112
CMP025454,41
CMP025455,169
CMP025456,58.5
CMP025457,263
CMP025458,-67.3
CMP025459,-45
CMP025460,202
CMP025461,110
CMP025462,159
CMP025463,163.5
CMP025464,207.5
CMP025465,-129
CMP025466,82
CMP025467,83.5
CMP025468,187.5
CMP025469,79.2
CMP025470,146
CMP025471,102.5
CMP025472,175
CMP025473,50
CMP025474,-136.1
CMP025475,5.9
CMP025476,174
CMP025477,177
CMP025478,128.5
CMP025479,147
CMP025480,4
CMP025481,79
CMP025482,80
CMP025483,-76
CMP025484,28
CMP025485,113
CMP025486,75
CMP025487,187
CMP025488,169
CMP025489,136.2
CMP025490,150.5
CMP025491,280
CMP025492,296
CMP025493,106.7
CMP025494,126
CMP025495,138
CMP025496,175
CMP025497,-9.3
CMP025498,56
CMP025499,144
CMP025500,145
CMP025501,181.5
CMP025502,189
CMP025503,195
CMP025504,149.5
CMP025505,104.5
CMP025506,194
CMP025507,143
CMP025508,124
CMP025509,175
CMP025510,57
CMP025511,135.5
CMP025512,46.5
CMP025513,213.5
CMP025514,267.5
CMP025515,60
CMP025516,194
CMP025517,186
CMP025518,92
CMP025519,52.5
CMP025520,280
CMP025521,177.5
CMP025522,216.5
CMP025523,120.5
CMP025524,185
CMP025525,132
CMP025526,188
CMP025527,111.5
CMP025528,208.5
CMP025529,140
CMP025530,158
CMP025531,150.5
CMP025532,25.5
CMP025533,257
CMP025534,92.5
CMP025535,145
CMP025536,189.5
CMP025537,101
CMP025538,275
CMP025539,294
CMP025540,198
CMP025541,108.25
CMP025542,127
CMP025543,196.25
CMP025544,109.5
CMP025545,136.5
CMP025546,151
CMP025547,169
CMP025548,165
CMP025549,208.5
CMP025550,130
CMP025551,214
CMP025552,160
CMP025553,199.5
CMP025554,151.5
CMP025555,121
CMP025556,218.5
CMP025557,102
CMP025558,89
CMP025559,-8.8
CMP025560,-85
CMP025561,39
CMP025562,149
CMP025563,231
CMP025564,316.5
CMP025565,256.5
CMP025566,263
CMP025567,347.5
CMP025568,204
CMP025569,28.5
CMP025570,84
CMP025571,195.5
CMP025572,262
CMP025573,-19.9
CMP025574,149.5
CMP025575,277
CMP025576,77.5
CMP025577,273
CMP025578,-50
CMP025579,93.5
CMP025580,54
CMP025581,236.5
CMP025582,276
CMP025583,230.5
CMP025584,156
CMP025585,285.5
CMP025586,253.5
CMP025587,330
CMP025588,214.5
CMP025589,266.5
CMP025590,303.5
CMP025591,357
CMP025592,295
CMP025593,62.5
CMP025594,239.5
CMP025595,212
CMP025596,69
CMP025597,49.2
CMP025598,44.6
CMP025599,190
CMP025600,246
CMP025601,212
CMP025602,56
CMP025603,60
CMP025604,36.5
CMP025605,12
CMP025606,-19
CMP025607,12
CMP025608,18
CMP025609,17.1
CMP025610,-0.1
CMP025611,0.5
CMP025612,29.8
CMP025613,44
CMP025614,33.8
CMP025615,49.5
CMP025616,-8.5
CMP025617,71.5
CMP025618,-16.5
CMP025619,5.5
CMP025620,165.5
CMP025621,84.5
CMP025622,56.8
CMP025623,-134.8
CMP025624,-99
CMP025625,61
CMP025626,-35
CMP025627,96
CMP025628,97.5
CMP025629,229
CMP025630,107.5
CMP025631,-138.9
CMP025632,178.5
CMP025633,-49.5
CMP025634,-49.5
CMP025635,7
CMP025636,168.5
CMP025637,116.5
CMP025638,32.5
CMP025639,98
CMP025640,211.5
CMP025641,275
CMP025642,118
CMP025643,170
CMP025644,221
CMP025645,303
CMP025646,15
CMP025647,15
CMP025648,255
CMP025649,-29.5
CMP025650,-29.5
CMP025651,45
CMP025652,40
CMP025653,35
CMP025654,36.5
CMP025655,76
CMP025656,38
CMP025657,-135.4
CMP025658,-115.2
CMP025659,-151.4
CMP025660,-140.2
CMP025661,298
CMP025662,185
CMP025663,94
CMP025664,250
CMP025665,132.5
CMP025666,93.5
CMP025667,-141.6
CMP025668,30
CMP025669,67
CMP025670,194.5
CMP025671,131.5
CMP025672,240
CMP025673,170
CMP025674,67
CMP025675,151
CMP025676,-23.5
CMP025677,141.5
CMP025678,57.5
CMP025679,129
CMP025680,36
CMP025681,87
CMP025682,198
CMP025683,38.5
CMP025684,43
CMP025685,0
CMP025686,95
CMP025687,73
CMP025688,13.95
CMP025689,21
CMP025690,-5
CMP025691,301
CMP025692,2.1
CMP025693,142.5
CMP025694,-118.5
CMP025695,-125.7
CMP025696,-124.3
CMP025697,-118.7
CMP025698,-90
CMP025699,-107.5
CMP025700,-136.6
CMP025701,-136.6
CMP025702,-137.4
CMP025703,48.5
CMP025704,34
CMP025705,-97
CMP025706,-63.7
CMP025707,70
CMP025708,78
CMP025709,25
CMP025710,129.5
CMP025711,307
CMP025712,112
CMP025713,-35
CMP025714,84.5
CMP025715,160.5
CMP025716,172.5
CMP025717,-60
CMP025718,-1.5
CMP025719,-76
CMP025720,-32
CMP025721,5.8
CMP025722,-106.5
CMP025723,-61.1
CMP025724,-100.2
CMP025725,-87.7
CMP025726,-80
CMP025727,-66.5
CMP025728,-48.3
CMP025729,170
CMP025730,-32
CMP025731,-19
CMP025732,35
CMP025733,57
CMP025734,74.5
CMP025735,143.5
CMP025736,77.5
CMP025737,-138.7
CMP025738,118
CMP025739,-64.8
CMP025740,24.4
CMP025741,-18.5
CMP025742,-81
CMP025743,-83
CMP025744,-70
CMP025745,-53
CMP025746,-12
CMP025747,-12
CMP025748,166.5
CMP025749,-74.2
CMP025750,73
CMP025751,-20.6
CMP025752,105.5
CMP025753,145.5
CMP025754,73
CMP025755,-10
CMP025756,215
CMP025757,47.5
CMP025758,75
CMP025759,-43.1
CMP025760,87
CMP025761,-35.4
CMP025762,55
CMP025763,133
CMP025764,-25
CMP025765,81
CMP025766,128
CMP025767,31
CMP025768,53.5
CMP025769,221.5
CMP025770,118.5
CMP025771,242
CMP025772,160
CMP025773,48.5
CMP025774,83
CMP025775,104
CMP025776,159
CMP025777,-20
CMP025778,359
CMP025779,219
CMP025780,248
CMP025781,140
CMP025782,111
CMP025783,232
CMP025784,23
CMP025785,-86.7
CMP025786,-26.5
CMP025787,75.5
CMP025788,118.5
CMP025789,-9
CMP025790,-14
CMP025791,-6
CMP025792,185
CMP025793,178
CMP025794,60
CMP025795,99
CMP025796,55
CMP025797,58
CMP025798,260.2
CMP025799,68
CMP025800,129
CMP025801,202.3
CMP025802,1.7
CMP025803,27.5
CMP025804,198.5
CMP025805,97
CMP025806,148
CMP025807,118
CMP025808,35
CMP025809,86.5
CMP025810,99.8
CMP025811,97
CMP025812,145
CMP025813,41
CMP025814,25
CMP025815,25
CMP025816,179.5
CMP025817,181.5
CMP025818,124
CMP025819,69
CMP025820,76.8
CMP025821,64.45
CMP025822,18
CMP025823,-48
CMP025824,59
CMP025825,83
CMP025826,170
CMP025827,96
CMP025828,170.5
CMP025829,83.5
CMP025830,233.5
CMP025831,87
CMP025832,153
CMP025833,153
CMP025834,148.5
CMP025835,171
CMP025836,6
CMP025837,182.5
CMP025838,42.5
CMP025839,60.5
CMP025840,161.9
CMP025841,70
CMP025842,163
CMP025843,138
CMP025844,212
CMP025845,191
CMP025846,130.5
CMP025847,236.5
CMP025848,176.5
CMP025849,148
CMP025850,165.5
CMP025851,229
CMP025852,280
CMP025853,113
CMP025854,99.5
CMP025855,85.5
CMP025856,-1
CMP025857,140
CMP025858,143.6
CMP025859,116
CMP025860,263
CMP025861,181
CMP025862,245
CMP025863,279.5
CMP025864,59.5
CMP025865,67
CMP025866,116.8
CMP025867,129
CMP025868,114
CMP025869,99
CMP025870,214
CMP025871,117
CMP025872,21
CMP025873,141
CMP025874,105
CMP025875,123
CMP025876,87
CMP025877,235.5
CMP025878,206
CMP025879,189
CMP025880,217
CMP025881,88
CMP025882,77.7
CMP025883,47
CMP025884,159.3
CMP025885,102
CMP025886,94.5
CMP025887,101
CMP025888,173
CMP025889,107
CMP025890,149
CMP025891,149.5
CMP025892,149
CMP025893,143
CMP025894,138
CMP025895,71
CMP025896,88.1
CMP025897,140.5
CMP025898,134
CMP025899,57
CMP025900,163
CMP025901,183
CMP025902,106.5
CMP025903,181
CMP025904,131.1
CMP025905,135
CMP025906,117.5
CMP025907,200
CMP025908,169.5
CMP025909,231.5
CMP025910,97.5
CMP025911,38
CMP025912,152.5
CMP025913,274.5
CMP025914,240
CMP025915,6.5
CMP025916,41.5
CMP025917,10.5
CMP025918,-7.5
CMP025919,51
CMP025920,61
CMP025921,41
CMP025922,69.5
CMP025923,15.5
CMP025924,198.5
CMP025925,103.5
CMP025926,-61.3
CMP025927,-109.2
CMP025928,293
CMP025929,72.9
CMP025930,104
CMP025931,95
CMP025932,-34.5
CMP025933,149
CMP025934,123.5
CMP025935,119.5
CMP025936,84
CMP025937,-34
CMP025938,-4
CMP025939,101
CMP025940,47.5
CMP025941,21
CMP025942,94
CMP025943,45.5
CMP025944,34
CMP025945,-9.2
CMP025946,-122
CMP025947,-105
CMP025948,185
CMP025949,107
CMP025950,76.5
CMP025951,131
CMP025952,290
CMP025953,87.5
CMP025954,54.5
CMP025955,130.5
CMP025956,-1
CMP025957,35.2
CMP025958,270
CMP025959,230
CMP025960,215.5
CMP025961,57
CMP025962,49.5
CMP025963,-15.2
CMP025964,152
CMP025965,236.2
CMP025966,64
CMP025967,133.5
CMP025968,213.5
CMP025969,30.5
CMP025970,166.5
CMP025971,158
CMP025972,204.5
CMP025973,76
CMP025974,158
CMP025975,150
CMP025976,116
CMP025977,155
CMP025978,134
CMP025979,166.5
CMP025980,110
CMP025981,50
CMP025982,131.5
CMP025983,221
CMP025984,151.5
CMP025985,203
CMP025986,300
CMP025987,-60
CMP025988,127
CMP025989,173.5
CMP025990,104.5
CMP025991,49
CMP025992,239
CMP025993,168.5
CMP025994,64
CMP025995,252
CMP025996,149
CMP025997,169.5
CMP025998,261
CMP025999,111.5
CMP026000,62.5
CMP026001,226.5
CMP026002,95.5
CMP026003,82
CMP026004,46.5
CMP026005,213.5
CMP026006,222
CMP026007,169
CMP026008,157.5
CMP026009,63
CMP026010,131.5
CMP026011,173.5
CMP026012,127.5
CMP026013,152.5
CMP026014,103
CMP026015,82.5
CMP026016,223.5
CMP026017,81.5
CMP026018,106
CMP026019,92.5
CMP026020,248
CMP026021,109
CMP026022,78.5
CMP026023,117
CMP026024,110
CMP026025,165
CMP026026,190.5
CMP026027,48.5
CMP026028,37.5
CMP026029,126.5
CMP026030,102
CMP026031,125
CMP026032,74.5
CMP026033,86
CMP026034,73
CMP026035,39.5
CMP026036,20
CMP026037,89.5
CMP026038,129.5
CMP026039,168
CMP026040,86
CMP026041,101
CMP026042,165
CMP026043,110.5
CMP026044,266
CMP026045,242.5
CMP026046,127
CMP026047,167.5
CMP026048,187
CMP026049,164
CMP026050,174
CMP026051,107
CMP026052,101.5
CMP026053,118
CMP026054,58
CMP026055,48.5
CMP026056,102.5
CMP026057,40.5
CMP026058,72.5
CMP026059,151.5
CMP026060,57
CMP026061,79
CMP026062,139.5
CMP026063,87.5
CMP026064,103
CMP026065,140.5
CMP026066,203
CMP026067,150
CMP026068,104
CMP026069,129
CMP026070,165
CMP026071,109
CMP026072,271
CMP026073,232
CMP026074,94
CMP026075,88
CMP026076,36.5
CMP026077,53.5
CMP026078,101.5
CMP026079,201.5
CMP026080,106.5
CMP026081,95
CMP026082,79
CMP026083,123.5
CMP026084,176
CMP026085,192.5
CMP026086,60.5
CMP026087,163
CMP026088,134.5
CMP026089,137
CMP026090,130
CMP026091,115
CMP026092,42.5
CMP026093,194
CMP026094,149.5
CMP026095,121.5
CMP026096,130.5
CMP026097,142
CMP026098,20
CMP026099,105.5
CMP026100,75.5
CMP026101,80.5
CMP026102,51.5
CMP026103,81
CMP026104,84.5
CMP026105,150.5
CMP026106,126.5
CMP026107,181
CMP026108,84
CMP026109,174
CMP026110,185
CMP026111,244
CMP026112,175
CMP026113,124
CMP026114,134.5
CMP026115,185
CMP026116,145
CMP026117,193
CMP026118,104
CMP026119,77
CMP026120,165
CMP026121,121.5
CMP026122,118
CMP026123,54.5
CMP026124,194.5
CMP026125,116.5
CMP026126,100.5
CMP026127,39.5
CMP026128,126.5
CMP026129,219.5
CMP026130,50.8
CMP026131,119
CMP026132,117.5
CMP026133,223
CMP026134,99
CMP026135,169
CMP026136,170
CMP026137,183
CMP026138,179.5
CMP026139,158
CMP026140,135.5
CMP026141,72.5
CMP026142,44.5
CMP026143,25
CMP026144,76.5
CMP026145,186
CMP026146,105.5
CMP026147,57.5
CMP026148,72.5
CMP026149,136
CMP026150,94
CMP026151,121
CMP026152,97.5
CMP026153,132.5
CMP026154,143
CMP026155,177
CMP026156,165
CMP026157,161
CMP026158,214.5
CMP026159,187.5
CMP026160,183.5
CMP026161,217.5
CMP026162,176.5
CMP026163,201
CMP026164,198.5
CMP026165,176
CMP026166,70.5
CMP026167,50.5
CMP026168,108.5
CMP026169,102.5
CMP026170,68.5
CMP026171,183.5
CMP026172,161.5
CMP026173,212.5
CMP026174,180.5
CMP026175,199
CMP026176,134
CMP026177,133.5
CMP026178,228.5
CMP026179,217.5
CMP026180,195.5
CMP026181,102.5
CMP026182,234.5
CMP026183,255.5
CMP026184,173.5
CMP026185,199.5
CMP026186,177.5
CMP026187,225.5
CMP026188,197.5
CMP026189,195.5
CMP026190,204.5
CMP026191,188.5
CMP026192,181.5
CMP026193,221.5
CMP026194,152.5
CMP026195,124.5
CMP026196,194.5
CMP026197,69.5
CMP026198,77.5
CMP026199,47.5
CMP026200,180
CMP026201,196.5
CMP026202,169
CMP026203,213.5
CMP026204,209.5
CMP026205,238.5
CMP026206,198.5
CMP026207,209.5
CMP026208,134
CMP026209,222.5
CMP026210,181.5
CMP026211,250.5
CMP026212,99
CMP026213,155
CMP026214,162.5
CMP026215,126
CMP026216,207
CMP026217,32
CMP026218,207
CMP026219,105
CMP026220,126
CMP026221,209
CMP026222,227.5
CMP026223,197
CMP026224,205.5
CMP026225,142
CMP026226,95.5
CMP026227,228.5
CMP026228,203.5
CMP026229,172.5
CMP026230,158.5
CMP026231,179
CMP026232,202.5
CMP026233,195
CMP026234,215.5
CMP026235,200.5
CMP026236,194
CMP026237,193
CMP026238,98
CMP026239,179
CMP026240,109
CMP026241,125
CMP026242,129
CMP026243,154
CMP026244,218.5
CMP026245,230
CMP026246,213.5
CMP026247,213.5
CMP026248,116
CMP026249,216
CMP026250,360
CMP026251,84
CMP026252,-5
CMP026253,192
CMP026254,12
CMP026255,-40.01
CMP026256,245.5
CMP026257,172.5
CMP026258,108.5
CMP026259,170
CMP026260,150
CMP026261,166.5
CMP026262,255
CMP026263,168.5
CMP026264,148.5
CMP026265,208
CMP026266,-75
CMP026267,157.5
CMP026268,171.5
CMP026269,184.5
CMP026270,171
CMP026271,227.5
CMP026272,300
CMP026273,225
CMP026274,4.2
CMP026275,-10
CMP026276,102
CMP026277,193
CMP026278,260
CMP026279,207
CMP026280,188
CMP026281,125
CMP026282,327.4
CMP026283,204
CMP026284,75.5
CMP026285,80
CMP026286,96
CMP026287,173
CMP026288,236
CMP026289,146
CMP026290,121.5
CMP026291,250
CMP026292,194
CMP026293,82.5
CMP026294,235
CMP026295,-33
CMP026296,37.5
CMP026297,157
CMP026298,69.5
CMP026299,106
CMP026300,195
CMP026301,160
CMP026302,206
CMP026303,172
CMP026304,210.5
CMP026305,100
CMP026306,-6.15
CMP026307,-45
CMP026308,196.5
CMP026309,6.1
CMP026310,13.95
CMP026311,205
CMP026312,69
CMP026313,118
CMP026314,215
CMP026315,190
CMP026316,216
CMP026317,44
CMP026318,30.1
CMP026319,113
CMP026320,113
CMP026321,92.5
CMP026322,106
CMP026323,65.5
CMP026324,175.5
CMP026325,167.2
CMP026326,181
CMP026327,152.5
CMP026328,176
CMP026329,81.5
CMP026330,41
CMP026331,144.4
CMP026332,234.5
CMP026333,200
CMP026334,199
CMP026335,199
CMP026336,102
CMP026337,199
CMP026338,47.3
CMP026339,80.8
CMP026340,150
CMP026341,132
CMP026342,164
CMP026343,110
CMP026344,141.5
CMP026345,159.5
CMP026346,314.5
CMP026347,205
CMP026348,240
CMP026349,164.5
CMP026350,187.5
CMP026351,112
CMP026352,235
CMP026353,12
CMP026354,195.1
CMP026355,156.5
CMP026356,216
CMP026357,217.5
CMP026358,111
CMP026359,187.5
CMP026360,154
CMP026361,208
CMP026362,-20
CMP026363,-72.5
CMP026364,-56.3
CMP026365,242
CMP026366,171
CMP026367,210.5
CMP026368,189
CMP026369,152.5
CMP026370,-20
CMP026371,260
CMP026372,173
CMP026373,142
CMP026374,196
CMP026375,240
CMP026376,282
CMP026377,139.5
CMP026378,24.5
CMP026379,13.5
CMP026380,57.5
CMP026381,63
CMP026382,94
CMP026383,230
CMP026384,192.5
CMP026385,48.5
CMP026386,25
CMP026387,154.4
CMP026388,29
CMP026389,106.5
CMP026390,176.6
CMP026391,142.7
CMP026392,150
CMP026393,104
CMP026394,94
CMP026395,31.5
CMP026396,65.5
CMP026397,124
CMP026398,200
CMP026399,49
CMP026400,70
CMP026401,56.5
CMP026402,120
CMP026403,117
CMP026404,111.5
CMP026405,99
CMP026406,135.5
CMP026407,-26
CMP026408,216.5
CMP026409,127.5
CMP026410,-107
CMP026411,2.5
CMP026412,146
CMP026413,281.5
CMP026414,93
CMP026415,160.5
CMP026416,77
CMP026417,179.5
CMP026418,166
CMP026419,143
CMP026420,126.5
CMP026421,-19.8
CMP026422,20
CMP026423,43.6
CMP026424,244
CMP026425,146
CMP026426,275
CMP026427,-10.4
CMP026428,20.4
CMP026429,-45
CMP026430,-60
CMP026431,-13
CMP026432,130
CMP026433,286
CMP026434,71
CMP026435,-122.5
CMP026436,10.3
CMP026437,38.5
CMP026438,20
CMP026439,20
CMP026440,20.5
CMP026441,-74
CMP026442,-39
CMP026443,106
CMP026444,11.1
CMP026445,133
CMP026446,41.5
CMP026447,28
CMP026448,20.5
CMP026449,78
CMP026450,29.8
CMP026451,-100
CMP026452,25.5
CMP026453,-7
CMP026454,121.5
CMP026455,-88.2
CMP026456,-4.5
CMP026457,63.5
CMP026458,-74.8
CMP026459,-52
CMP026460,-50
CMP026461,-144
CMP026462,5.3
CMP026463,-58
CMP026464,-70
CMP026465,-134.5
CMP026466,-57.2
CMP026467,-26
CMP026468,-104.8
CMP026469,-84.7
CMP026470,-22.3
CMP026471,-40.5
CMP026472,-35
CMP026473,5.5
CMP026474,-4.8
CMP026475,102.5
CMP026476,-10
CMP026477,-35.5
CMP026478,9.8
CMP026479,27.5
CMP026480,105
CMP026481,44.8
CMP026482,-6
CMP026483,-16.7
CMP026484,29
CMP026485,-44
CMP026486,8
CMP026487,59
CMP026488,107.5
CMP026489,35.5
CMP026490,60.8
CMP026491,-76
CMP026492,-61.7
CMP026493,63.6
CMP026494,24.5
CMP026495,74.8
CMP026496,72.8
CMP026497,45.7
CMP026498,-66.7
CMP026499,-66
CMP026500,-23.8
CMP026501,42.8
CMP026502,-18
CMP026503,-25
CMP026504,-68
CMP026505,-26.7
CMP026506,-68
CMP026507,27
CMP026508,28.5
CMP026509,-45
CMP026510,66.4
CMP026511,-6.1
CMP026512,13.8
CMP026513,97
CMP026514,6.1
CMP026515,-125
CMP026516,19.5
CMP026517,-40.1
CMP026518,166
CMP026519,98
CMP026520,117
CMP026521,146
CMP026522,-13.8
CMP026523,-79
CMP026524,19
CMP026525,14
CMP026526,11.2
CMP026527,71
CMP026528,-8
CMP026529,33
CMP026530,37.5
CMP026531,40.5
CMP026532,-51.3
CMP026533,-30
CMP026534,-3
CMP026535,-103.5
CMP026536,-94
CMP026537,71
CMP026538,32.5
CMP026539,-16.7
CMP026540,-14.4
CMP026541,92
CMP026542,-14
CMP026543,-113.2
CMP026544,9.5
CMP026545,-59
CMP026546,-10
CMP026547,13.5
CMP026548,-22
CMP026549,-60
CMP026550,-22.5
CMP026551,21
CMP026552,21
CMP026553,-78
CMP026554,-24.8
CMP026555,24.5
CMP026556,20
CMP026557,37
CMP026558,-45
CMP026559,149.5
CMP026560,-15.2
CMP026561,81.5
CMP026562,51
CMP026563,18.5
CMP026564,-46.5
CMP026565,-31.3
CMP026566,72
CMP026567,6.2
CMP026568,63.5
CMP026569,22.5
CMP026570,-2
CMP026571,-2
CMP026572,-64
CMP026573,250
CMP026574,-42
CMP026575,35
CMP026576,17
CMP026577,-129.1
CMP026578,141
CMP026579,-7
CMP026580,-38.1
CMP026581,-50
CMP026582,-57.5
CMP026583,51.6
CMP026584,53.5
CMP026585,-65.1
CMP026586,-41.2
CMP026587,-6
CMP026588,-45
CMP026589,-32
CMP026590,-29.2
CMP026591,-21
CMP026592,18
CMP026593,15.5
CMP026594,9
CMP026595,-47.3
CMP026596,52.09
CMP026597,20
CMP026598,-22.5
CMP026599,72
CMP026600,15
CMP026601,36.5
CMP026602,61
CMP026603,64.7
CMP026604,53
CMP026605,87.3
CMP026606,71
CMP026607,57
CMP026608,72.5
CMP026609,57.2
CMP026610,15.5
CMP026611,-10.4
CMP026612,-14.3
CMP026613,-1
CMP026614,53
CMP026615,50
CMP026616,82.5
CMP026617,-1.5
CMP026618,-146
CMP026619,17
CMP026620,64
CMP026621,109
CMP026622,157.5
CMP026623,-32.1
CMP026624,-129
CMP026625,55
CMP026626,121.5
