Molecule,TOPK,MAP4K4,CDC42BPA,MST1R,CSF1R,KIAA1811,MAP2K2,DYRK1A,IKBKE,MAPK10,MAP3K10,CAMK2A,IKBKB,NLK,AXL,LTK,CSNK1G3,MAPK14,FRK,STK3,CSNK1G2,PRKCQ,NTRK3,MATK,RPS6KA3,CLK2,MAP2K1,JAK2,PRKCZ,PRKG1,PHKG2,PLK3,TBK1,AKT3,PASK,PRKAA1,PRKG2,PRKCD,ALK,PLK4,RET,PRKD2,RPS6KB1,HCK,CAMK2G,EEF2K,SYK,MARK4,TYRO3,PRKCN,STK22B,STK17A,LCK,DAPK3,CHEK2,ACVR1,ROCK2,CDK2,SRPK1,MAPK8,PIM1,STK6,MAPKAPK5,MAPKAPK2,STK33,CDC7,RPS6KA4,BTK,KIT,CSNK2A1,PAK4,PAK1,CAMK2D,AKT2,FGFR1,CSNK1A1,JAK3,CSNK1G1,RPS6KA5,LYN,MAPK9,ITK,PKN2,LIMK1,TAO1,ROS1,BLK,STK22D,HIPK2,CAMKK2,MARK3,NTRK1,FES,INSR,PTK2B,MAPK13,BRAF,ZAK,PIM3,TYK2,EGFR,PRKCG,SRC,BMX,SRMS,GSK3A,MAP4K2,DYRK3,WEE1,MET,CHUK,ACK1,PDGFRB,FLT3,ERBB2,MAPKAPK3,CHEK1,CSNK1D,SIK2,ABL1,MKNK2,CAMK2B,KDR,GPRK5,CDK5,EPHA2,IGF1R,SGK,MAPK1,MINK,NEK4,DYRK4,PRKCI,DYRK1B,PRKX,PTK2,IRAK1,PTK6,MELK,PDGFRA,LRRK2,STK12,IRAK4,AKT1,MAP4K5,CAMK1D,FLT4,CDC2L6,ROCK1,FER,CAMK1,FYN,HIPK4,CDC2,PIM2,PDPK1,DCAMKL1,NEK2,CDK8,CDK7,FLT1,SLK,FGFR3,PLK1,GSK3B,CDK9,NTRK2,ERBB4,MARK2,PRKACA,MAPK12,CLK4
CHEMBL1987998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2000934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,,,,,,,199.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1,,,,,,,,,,,,,251.19
CHEMBL2001987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.943,,,,,,,
CHEMBL1964340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.012,251.19,,,794.33,,,,,1.995,,,,,,,,,,,,,,,,,,,,,,,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,,,,,,,158.49,,,,,125.89,199.53,,,,158.49,,
CHEMBL1966354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1967662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,100,,,398.11,,,,,0.631,,,,,,,,,,,,,,,,,,,,,,,7.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,79.43,,,,,31.62,158.49,,,,31.62,,
CHEMBL1969920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95,31.62,,,251.19,,,,,7.943,,,,,,,,,,,,,,,,,,,,,,,158.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.53,,,,,,,,,,,,,,,,,,,,,,39.81,,,,,39.81,,
CHEMBL1986166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1986869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,2511.89
CHEMBL1990708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,3162.28,,,,,5.012,,,,,,,,,,,,,,,,,,,,,,,50.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.23,,,,,,,25.12
CHEMBL1992555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.19,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.19,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1995932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,39.81,,,125.89,,,,,2.512,,,,,,,,,,,,,,,,,,,,,,,158.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.49,,,,,,,,,,,,,,,,,,,,,,501.19,,,,,,,,,,,,,,,,,,,,,,7.943,,,,,158.49,,6.31
CHEMBL1996339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,100,,,794.33,,,,,0.7943,,,,,,,,,,,,,,,,,,,,,,,50.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.96,,,,,,,,,,,,,,,,,,,,,,100,,,,,398.11,,3.981
CHEMBL2001923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,19.95,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
CHEMBL2005387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85,251.19,,,1000,,,,,1.995,,,,,,,,,,,,,,,,,,,,,,,125.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,316.23,,,,,316.23,,5.012
CHEMBL1975937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,,
CHEMBL1984038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.12,6309.57,,,,,,,,6309.57,,,,,,,,,,,,,,,,,1995.26,,,,1000,,,,,,
CHEMBL1998193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.62,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2003482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,199.53,,,,,,,
CHEMBL1975208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,251.19,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1971149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,5011.87,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.89,,,6309.57,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,
CHEMBL1971785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79432.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63095.73,,,,,,,,,,,,,,,63095.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19952.62
CHEMBL1997495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89
CHEMBL468280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.12,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.53,,,,,,,,,,,,,,,,,
CHEMBL451964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL562488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,19952.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50118.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1965909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07
CHEMBL1967719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162.28,,,,,,,,,,1995.26,1584.89,,,,,1995.26,1584.89,,,,,,1584.89
CHEMBL1971463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1972218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1975357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,,1584.89,,,,,,,,6309.57,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.96,,,,,,,,,,,,,,,,,
CHEMBL1975815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57
CHEMBL1977604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,,,,,,,501.19,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,
CHEMBL1978656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1982881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26
CHEMBL1985153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,31.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,
CHEMBL1986177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,5011.87,,,,,,,7.943,,,,,,,,,,,,,
CHEMBL1986265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1992732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,,,,,,794.33,
CHEMBL1993962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79432.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15848.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1994968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,2511.89,,,,,,,,,,7943.28,,,,,,,,
CHEMBL1997759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1998165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2001520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2002323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2003622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2004156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.89,,,,,63.1,,,,,,,,,,,,,,,,,,,,,,,501.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,158.49
CHEMBL2004443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.12,,,,,50.12,,,,,,,,,,,,,,,,,,,,,,,199.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.19,,,,,,,158.49
CHEMBL2004647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2006493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2006771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2007138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15848.93,15848.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12589.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,
CHEMBL1618860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1964519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95,,,,0.1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1966411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1968271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1968565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1969284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1969787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12589.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1969834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,,,,,,,,,,,,,,,,,,,5.012,,,,,,19.95,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1970534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1971271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,,,,,,,,,,,,,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1972472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1972851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1974408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1976530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
